2019-05-29 17:52:27.582157: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-29 17:52:27.736549: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2599880000 Hz
2019-05-29 17:52:27.750141: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2aaae6abffd0 executing computations on platform Host. Devices:
2019-05-29 17:52:27.750201: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-29 17:52:27.750536: I tensorflow/core/common_runtime/process_util.cc:71] Creating new thread pool with default inter op setting: 2. Tune using inter_op_parallelism_threads for best performance.
evaluating 790 of [790, 800)
attack: step 1/30, xent loss = 0.191306, l2 loss = 0 (max 14.95), (true 50, predicted [50])
attack: step 20/30, xent loss = 50.5239, l2 loss = 20.2438 (max 14.95), (true 608, predicted [797])
attack: step 21/30, xent loss = 52.4166, l2 loss = 20.6816 (max 14.95), (true 608, predicted [797])
attack: step 22/30, xent loss = 50.8614, l2 loss = 21.4841 (max 14.95), (true 608, predicted [797])
attack: step 23/30, xent loss = 51.7403, l2 loss = 21.8837 (max 14.95), (true 608, predicted [797])
attack: step 24/30, xent loss = 48.8921, l2 loss = 22.9962 (max 14.95), (true 608, predicted [797])
attack: step 25/30, xent loss = 50.9127, l2 loss = 23.4373 (max 14.95), (true 608, predicted [797])
attack: step 26/30, xent loss = 46.3611, l2 loss = 24.1012 (max 14.95), (true 608, predicted [797])
attack: step 27/30, xent loss = 59.9619, l2 loss = 24.3743 (max 14.95), (true 608, predicted [797])
attack: step 28/30, xent loss = 64.2964, l2 loss = 24.6667 (max 14.95), (true 608, predicted [797])
attack: step 29/30, xent loss = 67.2823, l2 loss = 24.9841 (max 14.95), (true 608, predicted [797])
attack: step 30/30, xent loss = 59.8494, l2 loss = 25.3361 (max 14.95), (true 608, predicted [797])
check failed
true = 608, adv = 879
evaluating 795 of [790, 800)
attack: step 1/30, xent loss = 0.00443772, l2 loss = 0 (max 14.95), (true 279, predicted [279])
attack: step 2/30, xent loss = 0.00630722, l2 loss = 0.0127181 (max 14.95), (true 279, predicted [279])
attack: step 3/30, xent loss = 0.00995953, l2 loss = 0.029887 (max 14.95), (true 279, predicted [279])
attack: step 4/30, xent loss = 0.0181353, l2 loss = 0.0544143 (max 14.95), (true 279, predicted [279])
attack: step 5/30, xent loss = 0.0401748, l2 loss = 0.0933408 (max 14.95), (true 279, predicted [279])
attack: step 6/30, xent loss = 0.158342, l2 loss = 0.167648 (max 14.95), (true 279, predicted [279])
attack: step 7/30, xent loss = 1.7118, l2 loss = 0.435214 (max 14.95), (true 279, predicted [270])
attack: step 8/30, xent loss = 6.67487, l2 loss = 2.09108 (max 14.95), (true 279, predicted [273])
attack: step 9/30, xent loss = 13.1356, l2 loss = 2.88039 (max 14.95), (true 279, predicted [273])
attack: step 10/30, xent loss = 13.9416, l2 loss = 4.63343 (max 14.95), (true 279, predicted [273])
attack: step 11/30, xent loss = 8.02421, l2 loss = 6.6846 (max 14.95), (true 279, predicted [151])
attack: step 12/30, xent loss = 9.14639, l2 loss = 7.94665 (max 14.95), (true 279, predicted [173])
attack: step 13/30, xent loss = 13.988, l2 loss = 8.57846 (max 14.95), (true 279, predicted [151])
attack: step 14/30, xent loss = 12.4631, l2 loss = 9.08436 (max 14.95), (true 279, predicted [151])
attack: step 15/30, xent loss = 13.7899, l2 loss = 10.2406 (max 14.95), (true 279, predicted [151])
attack: step 16/30, xent loss = 21.9235, l2 loss = 10.4366 (max 14.95), (true 279, predicted [151])
attack: step 17/30, xent loss = 15.3091, l2 loss = 11.0392 (max 14.95), (true 279, predicted [151])
attack: step 18/30, xent loss = 21.8252, l2 loss = 11.7444 (max 14.95), (true 279, predicted [151])
attack: step 19/30, xent loss = 22.8063, l2 loss = 12.036 (max 14.95), (true 279, predicted [151])
attack: step 20/30, xent loss = 26.2931, l2 loss = 12.5465 (max 14.95), (true 279, predicted [151])
attack: step 21/30, xent loss = 14.8245, l2 loss = 13.095 (max 14.95), (true 279, predicted [151])
attack: step 22/30, xent loss = 17.2903, l2 loss = 13.894 (max 14.95), (true 279, predicted [151])
attack: step 23/30, xent loss = 17.2829, l2 loss = 15.5275 (max 14.95), (true 279, predicted [151])
attack: step 24/30, xent loss = 24.3122, l2 loss = 15.7484 (max 14.95), (true 279, predicted [151])
attack: step 25/30, xent loss = 28.9206, l2 loss = 15.8881 (max 14.95), (true 279, predicted [151])
attack: step 26/30, xent loss = 29.169, l2 loss = 16.1563 (max 14.95), (true 279, predicted [151])
attack: step 27/30, xent loss = 23.1674, l2 loss = 16.4238 (max 14.95), (true 279, predicted [151])
attack: step 28/30, xent loss = 23.3096, l2 loss = 17.6058 (max 14.95), (true 279, predicted [151])
attack: step 29/30, xent loss = 33.0162, l2 loss = 17.7265 (max 14.95), (true 279, predicted [151])
attack: step 30/30, xent loss = 26.7276, l2 loss = 17.9818 (max 14.95), (true 279, predicted [151])
check failed
true = 279, adv = 203
evaluating 796 of [790, 800)
attack: step 1/30, xent loss = 0.0169172, l2 loss = 0 (max 14.95), (true 882, predicted [882])
attack: step 2/30, xent loss = 0.0500516, l2 loss = 0.0456708 (max 14.95), (true 882, predicted [882])
attack: step 3/30, xent loss = 0.406778, l2 loss = 0.152545 (max 14.95), (true 882, predicted [882])
attack: step 4/30, xent loss = 6.20807, l2 loss = 0.857434 (max 14.95), (true 882, predicted [691])
attack: step 5/30, xent loss = 11.3945, l2 loss = 1.88505 (max 14.95), (true 882, predicted [691])
attack: step 6/30, xent loss = 12.2221, l2 loss = 2.69077 (max 14.95), (true 882, predicted [691])
attack: step 7/30, xent loss = 16.4868, l2 loss = 3.41896 (max 14.95), (true 882, predicted [691])
attack: step 8/30, xent loss = 19.7581, l2 loss = 3.87089 (max 14.95), (true 882, predicted [691])
attack: step 9/30, xent loss = 21.4858, l2 loss = 4.38624 (max 14.95), (true 882, predicted [691])
attack: step 10/30, xent loss = 24.1081, l2 loss = 4.92861 (max 14.95), (true 882, predicted [691])
attack: step 11/30, xent loss = 25.7217, l2 loss = 5.54604 (max 14.95), (true 882, predicted [691])
attack: step 12/30, xent loss = 28.5962, l2 loss = 5.99427 (max 14.95), (true 882, predicted [691])
attack: step 13/30, xent loss = 31.3798, l2 loss = 6.63317 (max 14.95), (true 882, predicted [691])
attack: step 14/30, xent loss = 33.9022, l2 loss = 7.0622 (max 14.95), (true 882, predicted [691])
attack: step 15/30, xent loss = 33.2127, l2 loss = 7.69568 (max 14.95), (true 882, predicted [691])
attack: step 16/30, xent loss = 39.9838, l2 loss = 8.20537 (max 14.95), (true 882, predicted [691])
attack: step 17/30, xent loss = 39.9013, l2 loss = 8.62859 (max 14.95), (true 882, predicted [691])
attack: step 18/30, xent loss = 33.7492, l2 loss = 9.64881 (max 14.95), (true 882, predicted [691])
attack: step 19/30, xent loss = 45.4258, l2 loss = 9.90837 (max 14.95), (true 882, predicted [691])
attack: step 20/30, xent loss = 44.7362, l2 loss = 10.2383 (max 14.95), (true 882, predicted [691])
attack: step 21/30, xent loss = 43.8939, l2 loss = 10.6961 (max 14.95), (true 882, predicted [691])
attack: step 22/30, xent loss = 44.4458, l2 loss = 11.2099 (max 14.95), (true 882, predicted [691])
attack: step 23/30, xent loss = 44.9346, l2 loss = 11.6894 (max 14.95), (true 882, predicted [691])
attack: step 24/30, xent loss = 47.7549, l2 loss = 12.1443 (max 14.95), (true 882, predicted [691])
attack: step 25/30, xent loss = 56.7088, l2 loss = 12.4994 (max 14.95), (true 882, predicted [691])
attack: step 26/30, xent loss = 50.788, l2 loss = 12.8314 (max 14.95), (true 882, predicted [691])
attack: step 27/30, xent loss = 52.6913, l2 loss = 13.2262 (max 14.95), (true 882, predicted [691])
attack: step 28/30, xent loss = 51.4541, l2 loss = 13.6717 (max 14.95), (true 882, predicted [691])
attack: step 29/30, xent loss = 60.9628, l2 loss = 13.9518 (max 14.95), (true 882, predicted [691])
attack: step 30/30, xent loss = 57.7301, l2 loss = 14.3125 (max 14.95), (true 882, predicted [691])
true = 882, adv = 412
evaluating 797 of [790, 800)
attack: step 1/30, xent loss = 0.0102115, l2 loss = 0 (max 14.95), (true 902, predicted [902])
attack: step 2/30, xent loss = 0.0460867, l2 loss = 0.0425858 (max 14.95), (true 902, predicted [902])
attack: step 3/30, xent loss = 1.11512, l2 loss = 0.206059 (max 14.95), (true 902, predicted [902])
attack: step 4/30, xent loss = 5.73187, l2 loss = 2.01041 (max 14.95), (true 902, predicted [783])
attack: step 5/30, xent loss = 8.92011, l2 loss = 2.70869 (max 14.95), (true 902, predicted [783])
attack: step 6/30, xent loss = 9.91617, l2 loss = 3.61573 (max 14.95), (true 902, predicted [783])
attack: step 7/30, xent loss = 12.8082, l2 loss = 5.67892 (max 14.95), (true 902, predicted [783])
attack: step 8/30, xent loss = 18.8215, l2 loss = 6.65776 (max 14.95), (true 902, predicted [783])
attack: step 9/30, xent loss = 18.1342, l2 loss = 7.96288 (max 14.95), (true 902, predicted [783])
attack: step 10/30, xent loss = 25.8562, l2 loss = 8.69371 (max 14.95), (true 902, predicted [783])
attack: step 11/30, xent loss = 26.7166, l2 loss = 9.49609 (max 14.95), (true 902, predicted [783])
attack: step 12/30, xent loss = 22.5698, l2 loss = 11.0686 (max 14.95), (true 902, predicted [783])
attack: step 13/30, xent loss = 28.0931, l2 loss = 11.4697 (max 14.95), (true 902, predicted [783])
attack: step 14/30, xent loss = 25.6157, l2 loss = 12.3238 (max 14.95), (true 902, predicted [783])
attack: step 15/30, xent loss = 32.7432, l2 loss = 12.7204 (max 14.95), (true 902, predicted [783])
attack: step 16/30, xent loss = 34.2782, l2 loss = 13.438 (max 14.95), (true 902, predicted [783])
attack: step 17/30, xent loss = 23.5748, l2 loss = 14.0975 (max 14.95), (true 902, predicted [783])
attack: step 18/30, xent loss = 28.8246, l2 loss = 15.1486 (max 14.95), (true 902, predicted [783])
attack: step 19/30, xent loss = 39.8759, l2 loss = 15.4756 (max 14.95), (true 902, predicted [783])
attack: step 20/30, xent loss = 38.4837, l2 loss = 16.0582 (max 14.95), (true 902, predicted [783])
attack: step 21/30, xent loss = 48.6092, l2 loss = 16.4687 (max 14.95), (true 902, predicted [783])
attack: step 22/30, xent loss = 49.1194, l2 loss = 17.0207 (max 14.95), (true 902, predicted [783])
attack: step 23/30, xent loss = 42.6501, l2 loss = 17.5539 (max 14.95), (true 902, predicted [783])
attack: step 24/30, xent loss = 41.3827, l2 loss = 18.4299 (max 14.95), (true 902, predicted [783])
attack: step 25/30, xent loss = 53.9772, l2 loss = 18.706 (max 14.95), (true 902, predicted [783])
attack: step 26/30, xent loss = 53.1819, l2 loss = 19.1508 (max 14.95), (true 902, predicted [783])
attack: step 27/30, xent loss = 47.572, l2 loss = 19.7125 (max 14.95), (true 902, predicted [783])
attack: step 28/30, xent loss = 58.4207, l2 loss = 20.2368 (max 14.95), (true 902, predicted [783])
attack: step 29/30, xent loss = 60.4103, l2 loss = 20.6833 (max 14.95), (true 902, predicted [783])
attack: step 30/30, xent loss = 57.9841, l2 loss = 20.9719 (max 14.95), (true 902, predicted [783])
check failed
true = 902, adv = 583
evaluating 798 of [790, 800)
attack: step 1/30, xent loss = 0.958742, l2 loss = 0 (max 14.95), (true 171, predicted [172])
attack: step 2/30, xent loss = 7.06196, l2 loss = 2.093 (max 14.95), (true 171, predicted [172])
attack: step 3/30, xent loss = 13.0061, l2 loss = 2.87043 (max 14.95), (true 171, predicted [172])
attack: step 4/30, xent loss = 14.6875, l2 loss = 3.68957 (max 14.95), (true 171, predicted [172])
attack: step 5/30, xent loss = 13.108, l2 loss = 4.67304 (max 14.95), (true 171, predicted [172])
attack: step 6/30, xent loss = 18.8655, l2 loss = 5.17048 (max 14.95), (true 171, predicted [172])
attack: step 7/30, xent loss = 18.7567, l2 loss = 5.97651 (max 14.95), (true 171, predicted [172])
attack: step 8/30, xent loss = 14.286, l2 loss = 6.78914 (max 14.95), (true 171, predicted [172])
attack: step 9/30, xent loss = 22.0557, l2 loss = 7.39866 (max 14.95), (true 171, predicted [172])
attack: step 10/30, xent loss = 16.5312, l2 loss = 8.48666 (max 14.95), (true 171, predicted [172])
attack: step 11/30, xent loss = 18.935, l2 loss = 8.90926 (max 14.95), (true 171, predicted [172])
attack: step 12/30, xent loss = 21.1741, l2 loss = 9.5467 (max 14.95), (true 171, predicted [172])
attack: step 13/30, xent loss = 28.5986, l2 loss = 9.93438 (max 14.95), (true 171, predicted [172])
attack: step 14/30, xent loss = 26.3558, l2 loss = 10.5292 (max 14.95), (true 171, predicted [172])
